N,P,K,temperature,humidity,ph,rainfall,label,soil_health,weather
2,47,15,29.86860065,85.99127934,6.401455706,58.41394143,mungbean,4.09,rainy
20,45,22,29.5888162,89.9939693,6.904587016,54.96121262,mungbean,4.59,rainy
2,39,15,28.07219563,82.9116472,6.478557136,49.61865305,mungbean,3.89,rainy
27,40,24,27.84026517,89.99615558,7.063022095,52.84626009,mungbean,4.66,rainy
35,48,15,27.10818093,87.4512669,6.981758362,55.03723979,mungbean,4.8,rainy
4,59,25,27.68515114,81.94268594,6.227134139,54.62243308,mungbean,4.68,rainy
1,48,24,29.34594634,85.60472562,6.232836962,59.03629954,mungbean,4.32,rainy
36,43,21,28.36319404,84.8593608,7.140437859,52.93031105,mungbean,4.85,rainy
11,46,24,27.65280218,89.80650642,6.459252023,56.52558045,mungbean,4.48,rainy
34,47,19,27.31372793,85.44815232,6.568795404,53.15223123,mungbean,4.86,rainy
21,44,18,27.06909959,86.89934108,7.12851089,50.46746116,mungbean,4.49,rainy
17,58,20,28.06642822,85.91625451,6.42937879,39.23831035,mungbean,4.8,rainy
25,40,21,27.73329078,81.13903037,6.248900919,44.17580911,mungbean,4.55,rainy
2,38,18,27.53632932,89.92908171,6.619891498,45.48591922,mungbean,3.94,rainy
9,48,20,29.66461594,84.28187572,6.377568542,56.09542002,mungbean,4.39,rainy
37,49,25,29.9145443,85.85384444,6.415459592,41.39081525,mungbean,5.12,rainy
36,38,15,28.36363858,87.59810657,6.320662012,57.99524359,mungbean,4.58,rainy
40,58,15,29.46416042,87.60890009,6.978400282,43.15411472,mungbean,5.16,rainy
30,44,16,29.73013036,82.89166381,6.442335593,50.91511275,mungbean,4.62,rainy
1,59,23,27.46852989,87.17649,7.184398832,43.78420984,mungbean,4.57,rainy
9,48,22,27.77076285,87.09979549,6.402926221,49.50812624,mungbean,4.44,rainy
14,41,17,29.12939524,88.48312598,7.085982325,36.45012824,mungbean,4.24,rainy
35,52,19,27.10606808,89.89593328,6.698574085,37.45680611,mungbean,5,rainy
31,48,17,28.88078945,86.94206817,6.594739424,53.79732545,mungbean,4.77,rainy
4,41,20,28.14720892,83.8001509,6.647965508,37.44800463,mungbean,4.11,rainy
30,37,25,29.89129144,80.14487166,7.120032489,54.7960127,mungbean,4.68,rainy
9,35,20,27.41503453,80.98004661,6.91380932,40.53173216,mungbean,4.06,rainy
20,41,20,29.27308605,89.4875022,7.073048264,50.9246554,mungbean,4.44,rainy
37,50,23,29.65296893,88.48587386,6.5304707,56.01913159,mungbean,5.1,rainy
34,35,21,28.44524991,82.67639542,6.684381357,58.18713162,mungbean,4.61,rainy
14,37,15,27.96235681,83.97586797,6.581351374,48.9366954,mungbean,4.09,rainy
23,39,22,29.25649321,81.97952224,6.86483915,42.02483277,mungbean,4.5,rainy
5,45,21,28.36291385,88.00989267,6.487124217,43.05130077,mungbean,4.25,rainy
22,37,20,27.62749466,86.49366929,6.605733068,39.26137642,mungbean,4.38,rainy
40,51,17,28.66086349,86.12194568,6.860602782,50.01534317,mungbean,5.03,rainy
27,56,20,29.2114218,87.11497805,6.41874299,51.53848218,mungbean,4.96,rainy
31,40,22,29.40889385,86.16063492,6.365513634,53.35486977,mungbean,4.7,rainy
38,36,21,28.02952623,84.8845732,6.556372966,36.12042927,mungbean,4.72,rainy
6,37,17,28.08657178,80.35005927,6.760694228,38.14476781,mungbean,3.97,rainy
6,47,18,29.16174608,80.28038146,6.715276663,40.16545979,mungbean,4.25,rainy
24,44,17,29.8596912,80.03499648,6.666380512,50.66487502,mungbean,4.52,rainy
25,59,19,29.06631494,83.6869203,6.626629798,43.95183726,mungbean,4.97,rainy
32,56,21,27.38538997,88.66663953,6.702772465,58.29933073,mungbean,5.09,rainy
8,45,18,27.93034941,85.42058715,7.011030515,43.25095608,mungbean,4.24,rainy
19,39,17,29.2808618,81.8009244,6.890156495,44.47427436,mungbean,4.3,rainy
39,37,15,28.9973145,83.78911515,6.821747052,59.84499208,mungbean,4.61,rainy
33,37,19,27.92678579,86.5543196,7.183189922,43.4826194,mungbean,4.59,rainy
26,54,17,28.5474135,88.9570454,6.27258822,49.4897245,mungbean,4.82,rainy
21,51,15,29.36488409,89.1886954,6.679127482,48.30159325,mungbean,4.59,rainy
22,54,20,28.56149805,83.63802195,6.689825155,41.013132,mungbean,4.81,rainy
29,45,16,28.43683487,87.91332682,6.583381939,43.12063289,mungbean,4.63,rainy
4,40,21,28.79728147,80.45744422,6.725551062,44.30070517,mungbean,4.11,rainy
10,37,22,28.7275267,89.12760359,7.069747814,58.52974279,mungbean,4.18,rainy
4,44,19,27.95639663,83.52706038,6.921993878,43.25726752,mungbean,4.16,rainy
20,45,17,28.17458662,83.69659318,6.770955317,37.2464655,mungbean,4.47,rainy
23,45,23,28.77653519,86.69133979,6.983130466,56.12443206,mungbean,4.68,rainy
25,48,21,28.438097,83.48991368,6.267684328,52.55469976,mungbean,4.75,rainy
56,79,15,29.48439992,63.19915325,7.454532137,71.89090748,blackgram,6.02,rainy
25,62,21,26.73433965,68.13999721,7.040056094,67.15096376,blackgram,5.1,cloudy
42,61,22,26.27274407,62.28814857,7.418650668,70.23207557,blackgram,5.45,cloudy
42,73,25,34.03679184,67.21113844,6.501869314,73.23573601,blackgram,5.83,rainy
44,58,18,28.03644051,65.06601664,6.814410928,72.49507741,blackgram,5.32,rainy
50,55,16,28.81460716,65.33538112,7.581442888,62.26242533,blackgram,4.07,rainy
35,72,21,34.03619494,64.28791388,7.741418772,66.85510868,blackgram,4.3,rainy
30,64,20,33.8642935,61.57072498,6.573531614,68.02199825,blackgram,5.23,rainy
27,64,21,32.84213012,68.68401492,7.543804223,73.67166182,blackgram,3.94,rainy
50,74,17,27.10053268,63.36085585,6.5408208,73.84949872,blackgram,5.82,cloudy
39,73,24,25.65842532,61.18235808,7.22405917,69.28607828,blackgram,5.74,cloudy
57,67,25,32.34744009,66.61452812,7.551364319,64.55882254,blackgram,4.74,rainy
52,63,19,29.58949031,68.32176769,6.928898659,67.53021213,blackgram,5.63,rainy
55,66,22,30.91219459,68.79427388,7.747775263,66.63830637,blackgram,4.6,rainy
51,56,18,28.12787838,64.2097765,6.706505915,70.86340755,blackgram,5.41,rainy
36,66,15,30.08545364,69.34811988,6.668238556,67.1367443,blackgram,5.27,rainy
59,55,19,31.74379487,62.51007687,7.332375138,68.97097538,blackgram,5.58,rainy
50,58,23,27.81326852,62.50460464,7.596802025,69.75555541,blackgram,4.32,cloudy
30,65,25,32.88733849,64.59457409,7.70650895,71.50569456,blackgram,4.12,rainy
20,62,18,29.36358721,64.98742947,7.366542647,61.91208707,blackgram,4.92,rainy
58,71,15,27.82592799,67.5861883,6.919243702,74.01229707,blackgram,5.86,cloudy
25,71,24,28.49538735,60.44848407,7.187721818,74.91559514,blackgram,5.4,rainy
52,71,16,27.74274761,68.53997144,7.075886472,71.78615328,blackgram,5.76,cloudy
40,63,18,30.41588462,67.66323804,6.74441168,63.02473185,blackgram,5.36,rainy
20,60,25,27.3254209,69.09047809,6.726469088,61.19250859,blackgram,5.04,cloudy
48,61,21,30.28496619,61.69295127,6.628264883,65.62859526,blackgram,5.55,rainy
49,68,22,28.56840626,61.53278622,7.127064207,63.49726331,blackgram,5.77,rainy
48,62,15,25.36586097,66.6379724,7.538631462,65.81655892,blackgram,4.17,cloudy
32,66,17,34.9466155,65.26774011,7.162357641,70.1415139,blackgram,5.24,rainy
21,63,22,25.09737391,67.72837887,6.859409487,74.61649888,blackgram,5.06,cloudy
20,72,19,32.47648301,64.34848735,7.397190844,65.820457,blackgram,5.19,rainy
25,65,21,33.86351172,68.59232289,6.880245789,69.24464096,blackgram,5.17,rainy
41,78,21,25.19857725,60.37332688,6.581313137,70.88787207,blackgram,5.83,cloudy
53,67,17,31.77681682,69.01852894,7.296972161,61.46892873,blackgram,5.7,rainy
39,60,21,34.89814946,63.59948557,6.97297656,64.72797143,blackgram,5.34,rainy
25,76,17,31.74105409,68.63525428,7.241148507,62.3061735,blackgram,5.35,rainy
21,78,19,27.16159076,66.76017239,6.92009048,69.85112265,blackgram,5.36,cloudy
57,60,17,26.23773129,67.88521396,7.504608385,73.58663968,blackgram,4.36,cloudy
56,75,15,30.20157245,60.06534859,7.152272256,66.37171179,blackgram,5.92,rainy
49,72,15,31.55846339,67.83563765,7.137004749,74.86960831,blackgram,5.7,rainy
24,80,19,29.67892453,69.0854554,6.808041722,65.66436565,blackgram,5.47,rainy
49,76,18,27.05365239,67.7017527,7.393631868,60.4693835,blackgram,5.87,cloudy
28,68,19,34.63880966,61.38597868,7.69950698,72.43169115,blackgram,4.01,rainy
55,78,21,33.39438752,62.93692886,6.602888249,63.57445989,blackgram,6.12,rainy
50,64,25,28.84079155,63.37230676,6.734447425,70.25496749,blackgram,5.77,rainy
34,80,19,31.49338309,63.0563645,6.521217963,71.48327008,blackgram,5.68,rainy
20,68,23,25.54960633,63.95425534,7.707332484,63.1830529,blackgram,3.94,cloudy
55,67,16,34.37329112,69.69366426,6.596719015,70.27184748,blackgram,5.72,rainy
23,70,15,34.6008247,63.11296779,7.403623355,60.41790253,blackgram,5.1,rainy
53,74,15,29.43463808,64.94329356,7.517097,72.17818157,blackgram,4.58,rainy
26,67,16,29.10713092,67.90577375,7.17620823,67.83345933,blackgram,5.12,rainy
33,80,22,28.57006111,65.71765781,6.593961761,70.0866434,blackgram,5.74,rainy
37,79,19,27.54384835,69.3478631,7.143942758,69.40878198,blackgram,5.72,cloudy
33,75,21,33.04687968,68.93875631,6.690655045,62.30278274,blackgram,5.59,rainy
22,55,20,33.95309131,69.96100028,7.423530351,61.16350463,blackgram,4.83,rainy
20,68,17,30.11873003,60.11680815,6.578714843,71.72980375,blackgram,5.04,rainy
43,68,20,29.57812712,66.17587668,7.497469256,69.43895491,blackgram,5.6,rainy
44,76,22,27.26458947,68.01232937,7.775306272,68.91754359,blackgram,4.62,cloudy
34,60,16,31.35730791,64.24992106,7.322555223,63.85668948,blackgram,5.11,rainy
21,72,17,31.52104732,66.55723677,7.580527339,61.71111448,blackgram,3.91,rainy
25,68,19,29.39982732,64.25510719,7.108450121,67.47677295,blackgram,5.2,rainy
41,62,15,29.38400259,64.14928485,7.358974541,65.24194361,blackgram,5.28,rainy
28,65,23,28.38686534,61.88871127,7.405176138,74.24459122,blackgram,5.28,rainy
35,64,15,28.47442276,63.53604453,6.500144962,69.5274407,blackgram,5.2,rainy
52,58,16,30.64095781,61.14508627,7.167435834,71.36947525,blackgram,5.43,rainy
58,75,25,25.25596239,61.36669662,7.261791753,68.64685069,blackgram,6.21,cloudy
34,66,19,32.97030511,60.18122078,7.586642101,73.44678678,blackgram,4.08,rainy
52,70,16,33.66855394,66.60416867,7.534811833,67.32520551,blackgram,4.48,rainy
23,57,19,32.83963757,67.99803573,7.251000789,73.40452716,blackgram,4.88,rainy
42,58,25,27.45853567,62.90020977,6.513620918,69.46020927,blackgram,5.45,cloudy
37,62,17,25.68576704,69.84354028,7.121254928,74.62068748,blackgram,5.25,cloudy
44,75,22,30.0328403,64.14800537,7.574561547,71.21006868,blackgram,4.59,rainy
21,80,20,28.20667264,68.27085245,7.350869792,64.32887142,blackgram,5.44,rainy
56,76,16,28.27265858,61.18956161,7.513151076,63.29900785,blackgram,4.72,rainy
29,76,15,28.5417236,64.2020154,7.025607706,69.68862306,blackgram,5.38,rainy
43,61,20,26.87187036,61.61367264,6.804253866,63.51822045,blackgram,5.42,cloudy
55,60,15,32.79766751,68.77994074,7.163043872,64.11411069,blackgram,5.52,rainy
44,63,15,26.42333018,64.51136845,7.338929556,63.46546487,blackgram,5.37,cloudy
29,67,21,29.79181107,63.38789228,6.621323612,63.02169909,blackgram,5.3,rainy
47,63,16,27.44003279,67.10464369,6.661870999,72.50669768,blackgram,5.45,cloudy
40,68,17,34.1262979,65.14877461,7.733149554,70.40795007,blackgram,4.21,rainy
58,61,15,30.94908189,64.23364112,7.402891666,62.78730907,blackgram,5.61,rainy
41,74,18,28.75751783,61.02701476,6.599147298,73.37686831,blackgram,5.65,rainy
58,79,17,27.24766491,66.10123083,7.04174124,62.31842057,blackgram,6.11,cloudy
27,62,24,28.63005477,66.770943,7.353876754,62.2737345,blackgram,5.21,rainy
27,60,17,26.41768321,63.64698302,7.026795359,64.42177127,blackgram,4.99,cloudy
52,65,20,32.81705216,66.15665137,6.814301033,68.83924882,blackgram,5.71,rainy
44,55,25,29.6321052,65.91359954,7.42160832,71.16331975,blackgram,5.42,rainy
21,62,24,33.49077065,62.73317204,6.847382891,65.45328463,blackgram,5.09,rainy
60,59,22,31.86847286,66.74217464,7.191522601,74.22238583,blackgram,5.78,rainy
33,77,21,30.32992227,65.62971858,7.01285529,71.64631281,blackgram,5.64,rainy
59,58,17,28.546224,66.31394098,7.368318809,62.83469851,blackgram,5.6,rainy
29,63,17,30.02629908,67.88811637,7.26154329,66.47264636,blackgram,5.1,rainy
59,63,18,31.65531175,60.13263713,6.52669158,66.69096751,blackgram,5.75,rainy
29,70,15,30.33499674,63.54718862,6.872594461,74.16699119,blackgram,5.23,rainy
58,73,16,33.36984395,65.67718163,6.874142175,64.89517488,blackgram,5.93,rainy
55,77,22,31.4345059,62.99303471,7.76061831,64.77651469,blackgram,4.87,rainy
42,79,23,27.71678273,63.29103387,6.781841984,68.56507978,blackgram,5.93,cloudy
44,77,21,32.63918668,61.3009051,7.326980454,61.83876146,blackgram,5.87,rainy
38,62,25,32.7477393,67.77954584,7.453975408,63.37784443,blackgram,5.47,rainy
32,76,15,28.05153602,63.49802189,7.604110177,43.35795377,lentil,4.19,rainy
13,61,22,19.44084326,63.27771461,7.728832424,46.83130119,lentil,3.6,rainy
38,60,20,29.84823072,60.63872613,7.491217102,46.80452595,lentil,5.29,rainy
11,74,17,21.36383757,69.92375891,6.633864582,46.6352865,lentil,5,cloudy
37,71,16,26.28663931,68.51966729,7.324863481,46.13833007,lentil,5.45,cloudy
29,71,18,22.17499963,62.13873825,6.410441476,53.46622584,lentil,5.33,cloudy
2,72,18,26.57597546,60.97876599,7.836719564,50.89110726,lentil,3.54,cloudy
6,59,21,26.58972517,66.14007674,6.139215944,50.90994463,lentil,4.62,cloudy
13,64,20,19.1345771,62.57526895,6.590571088,36.46946971,lentil,4.87,rainy
8,58,17,28.75273118,69.15640149,7.286049978,35.15426171,lentil,4.54,rainy
6,77,20,25.78746268,60.2816298,6.058306161,49.14337177,lentil,5.05,cloudy
2,75,22,23.89271875,61.78779413,6.658605362,52.55730112,lentil,4.97,cloudy
3,69,23,28.67408774,63.18832976,7.299360767,42.96018627,lentil,4.86,rainy
27,80,24,28.42062847,61.77336343,7.815210661,49.02366803,lentil,4.41,rainy
39,78,15,21.35499456,62.60136323,5.925391795,41.78219834,lentil,4.39,cloudy
40,79,17,21.12695586,63.18738532,6.403683619,38.71834464,lentil,5.73,cloudy
37,62,22,24.02037872,61.62313345,7.397546271,49.78102578,lentil,5.37,cloudy
31,60,24,25.40474421,65.8567539,7.722335992,51.92057267,lentil,4,cloudy
22,67,22,29.03017561,64.49166566,7.475926645,54.9393771,lentil,5.18,rainy
3,78,18,20.21368219,68.65257685,6.887130053,50.89732989,lentil,4.96,cloudy
4,80,16,29.19585548,68.01965728,7.441976825,44.93261911,lentil,4.98,rainy
13,61,24,18.29783597,69.6897615,7.629910253,49.39111479,lentil,3.65,rainy
12,66,20,27.41434987,63.41785982,7.336117221,44.43177543,lentil,4.9,cloudy
4,61,21,24.84063998,60.09116626,6.75020529,48.77790371,lentil,4.63,cloudy
9,60,21,29.94413861,67.31323084,7.52178027,40.37113729,lentil,3.46,rainy
18,66,22,25.87990287,67.55109024,6.347379185,47.89645224,lentil,5.08,cloudy
32,56,18,20.0467711,65.84395319,7.135251532,46.05333124,lentil,5.02,cloudy
6,72,15,22.99451999,66.70897237,7.670178119,54.49044154,lentil,3.55,cloudy
15,77,20,25.13163619,66.92642362,7.399749291,49.04015558,lentil,5.24,cloudy
0,65,24,28.49584395,62.44616219,7.841496029,53.14531023,lentil,3.47,rainy
30,79,22,18.28766124,69.48515056,6.254216611,48.60449438,lentil,5.65,rainy
3,63,16,24.38041875,61.18458224,6.868881708,53.13946695,lentil,4.54,cloudy
2,78,23,21.31852148,66.43934593,7.320514721,45.42616802,lentil,5.07,cloudy
10,78,18,18.54141834,62.70637578,6.296976913,44.07819743,lentil,5.11,rainy
14,67,25,25.28710601,60.85993533,7.241151936,49.37369982,lentil,5.09,cloudy
39,65,23,25.43459777,69.12613376,7.685959305,41.02682925,lentil,4.26,cloudy
19,72,15,28.83600962,69.76112921,6.890760124,44.08562546,lentil,5.07,rainy
18,57,21,27.37659643,63.93927841,6.155915975,49.47371773,lentil,4.82,cloudy
31,58,15,28.31886863,60.19461399,6.167855382,45.36521251,lentil,4.97,rainy
28,58,25,27.4818649,62.04814951,6.861640036,37.81123974,lentil,5.16,cloudy
5,65,19,18.28072173,68.10365387,6.978361689,48.80253285,lentil,4.7,rainy
16,65,19,27.61204997,69.29786244,7.043160241,42.72374404,lentil,4.93,cloudy
34,65,19,23.43974653,63.22011726,5.94239222,45.40277297,lentil,4.06,cloudy
14,69,19,20.95628486,63.68128841,7.239455147,52.39881209,lentil,4.99,cloudy
22,55,16,23.7937153,68.03209183,6.516317561,49.73922097,lentil,4.73,cloudy
24,61,17,22.6371424,65.44544859,6.233269045,38.30411077,lentil,4.95,cloudy
2,79,15,21.53577883,65.47227704,7.505283615,35.75107592,lentil,3.64,cloudy
26,63,17,29.87854588,65.73085206,6.950300686,44.95654782,lentil,5.04,rainy
27,61,15,25.2653291,67.10004577,6.958054839,48.33941188,lentil,4.96,cloudy
24,70,16,25.17885316,68.93307305,6.54803469,35.03484812,lentil,5.15,cloudy
13,74,25,24.12192608,61.09533545,6.461618577,44.23629285,lentil,5.25,cloudy
6,64,23,23.33565221,67.40460704,7.065264073,36.18678721,lentil,4.8,cloudy
12,58,23,21.74600081,63.39503184,6.765091462,50.43306085,lentil,4.78,cloudy
32,79,22,27.60195453,63.46170674,5.91645379,54.37814199,lentil,4.44,cloudy
6,68,18,24.388717,62.50453062,6.711341147,47.26052494,lentil,4.77,cloudy
10,79,20,24.98287462,66.895409,6.379881442,38.21370568,lentil,5.18,cloudy
38,77,22,28.234829,69.3159965,6.313284268,35.36831423,lentil,5.77,rainy
17,74,17,26.03026959,69.55863145,7.393210848,37.11395801,lentil,5.13,cloudy
26,68,24,28.04849594,64.07691942,7.504930973,37.15824966,lentil,4.09,rainy
23,75,17,24.87425505,64.00213929,7.198076286,48.28137482,lentil,5.28,cloudy
32,78,22,23.97081395,62.35557553,7.007037515,53.40906048,lentil,5.67,cloudy
19,79,19,20.06003985,67.76252583,6.677262562,42.89509057,lentil,5.35,cloudy
22,60,18,19.59221047,61.28633405,6.74398035,41.7704893,lentil,4.91,rainy
28,69,16,29.77013109,66.29327012,6.547361618,35.69674138,lentil,5.21,rainy
1,67,21,27.52135365,60.53657684,6.551577598,48.06491307,lentil,4.72,cloudy
12,67,23,25.62896213,63.14909763,6.585020303,45.49683991,lentil,5,cloudy
36,67,20,20.39078312,60.47528931,6.924042372,53.31508572,lentil,5.43,cloudy
28,70,21,25.39038396,60.4989659,7.437373666,39.18374505,lentil,5.36,cloudy
12,71,19,24.91079638,60.71367427,7.142611056,42.19740397,lentil,5,cloudy
22,68,16,27.70496805,63.20915034,7.74672376,37.46160727,lentil,3.81,cloudy
26,66,22,18.06486101,65.1034354,6.300479414,51.54922825,lentil,5.24,rainy
16,65,16,18.13027797,62.45851612,6.078724107,50.6128521,lentil,4.86,rainy
14,59,22,23.82723528,67.89815262,6.76660668,46.90725077,lentil,4.82,cloudy
33,59,19,23.19305333,62.74710773,7.641024177,49.55213308,lentil,3.89,cloudy
21,63,17,25.08966129,68.17543102,6.559681838,41.45486619,lentil,4.94,cloudy
0,69,21,25.86928193,61.88321072,7.072923306,36.68284038,lentil,4.75,cloudy
10,75,17,18.43966037,68.05394959,7.732194788,39.00992137,lentil,3.76,rainy
30,61,18,27.14911056,67.02664337,6.157782589,52.50812701,lentil,5.1,cloudy
0,74,17,23.33375853,64.50515776,7.240988401,47.01510708,lentil,4.77,cloudy
35,74,22,26.7230014,62.96841833,6.898905799,42.87274897,lentil,5.63,cloudy
7,63,24,19.55750776,64.45268309,6.818681086,53.04669416,lentil,4.82,rainy
9,56,17,26.13708256,66.7729209,6.261937875,46.48280681,lentil,4.51,cloudy
14,74,15,27.99990346,65.57653373,6.493036868,49.94043064,lentil,5.02,cloudy
14,76,20,29.05941162,62.10652364,7.042474679,36.5011366,lentil,5.19,rainy
36,65,16,25.71269843,64.1123333,7.692013657,50.17067771,lentil,4.03,cloudy
28,67,21,21.79792649,63.73086065,6.250994223,46.62370222,lentil,5.28,cloudy
28,79,16,24.70626432,60.26854183,6.052184881,53.12442925,lentil,5.46,cloudy
40,61,22,20.94981756,65.8108757,7.002216044,44.23913012,lentil,5.41,cloudy
10,70,19,24.84918386,68.98088448,7.272427638,41.61080544,lentil,4.93,cloudy
12,80,19,21.91041045,65.21662467,5.962001484,36.10211371,lentil,3.97,cloudy
37,77,20,25.93381964,68.70533022,7.080506001,51.02372773,lentil,5.7,cloudy
0,67,22,29.82112112,69.4073209,6.593798387,51.56461082,lentil,4.72,rainy
7,73,25,27.52185591,63.13215259,7.28805662,45.20841071,lentil,5.1,cloudy
10,56,18,27.99627907,68.6428593,7.32710972,46.10585191,lentil,4.56,cloudy
39,70,15,20.76774783,63.90164154,6.366355781,47.9271552,lentil,5.44,cloudy
26,56,22,23.05276444,60.424786,7.011121216,52.60285259,lentil,4.99,cloudy
9,77,17,21.65845777,63.58337146,6.280725549,38.07659414,lentil,5.04,cloudy
4,59,19,26.25070298,67.62779652,7.621494566,40.8106299,lentil,3.28,cloudy
34,73,15,20.97195263,63.83179889,7.630424083,53.10207889,lentil,4.16,cloudy
33,77,15,23.89736406,66.32102048,7.802212437,40.74536757,lentil,4.24,cloudy
115,17,55,27.57826922,94.11878202,6.776533055,28.08253201,muskmelon,6.7,rainy
114,27,48,27.82054812,93.03555162,6.528404378,26.32405487,muskmelon,6.75,rainy
101,25,52,29.09910406,94.22237826,6.750145572,22.52497327,muskmelon,6.53,rainy
118,18,52,28.04943594,90.83130708,6.562832807,20.76223014,muskmelon,6.71,rainy
95,26,45,29.91690582,94.55695552,6.117530021,28.16057247,muskmelon,6.25,rainy
81,25,49,29.86895762,93.25103208,6.076459669,26.26243014,muskmelon,6.04,rainy
117,24,53,29.17220859,92.21405224,6.293486295,21.30290472,muskmelon,6.86,rainy
114,30,51,29.24908541,90.06998135,6.069171847,25.93496537,muskmelon,6.9,rainy
113,6,52,27.76317235,90.35567642,6.740983646,25.21609113,muskmelon,6.3,rainy
108,26,52,28.82629037,94.26765349,6.201797639,26.23838511,muskmelon,6.7,rainy
81,30,48,28.52379742,92.09688432,6.041027474,29.86681385,muskmelon,6.14,rainy
115,9,52,29.06785065,90.97685539,6.019372459,29.1194739,muskmelon,6.42,rainy
83,7,45,29.08417927,90.73891887,6.704104127,25.33014238,muskmelon,5.53,rainy
84,21,55,28.47090661,94.79453182,6.494251024,21.08484101,muskmelon,6.15,rainy
109,26,45,28.27973674,90.38971208,6.224535449,21.58992507,muskmelon,6.55,rainy
95,27,55,28.47212559,91.21322065,6.160414414,20.88620369,muskmelon,6.53,rainy
119,5,55,29.68846716,94.30111601,6.168757984,26.83924845,muskmelon,6.48,rainy
110,14,51,27.02415146,91.66737633,6.085444691,21.26034986,muskmelon,6.42,rainy
82,18,48,29.09588297,94.16748386,6.159050816,26.70581328,muskmelon,5.86,rainy
87,14,48,29.69238699,92.58862544,6.606033244,29.1102594,muskmelon,5.86,rainy
85,9,53,28.20619412,92.86798698,6.447662945,28.78654515,muskmelon,5.82,rainy
100,6,53,29.05248036,93.92217834,6.105909623,23.66620626,muskmelon,6.06,rainy
107,12,46,29.57240298,93.61870344,6.559763394,27.56918621,muskmelon,6.18,rainy
91,13,47,29.10968327,92.43510994,6.14410903,27.95602304,muskmelon,5.9,rainy
102,25,50,28.20480805,92.91440379,6.099662369,20.36001144,muskmelon,6.5,rainy
117,25,53,29.11858526,92.12543021,6.413927319,24.52020164,muskmelon,6.89,rainy
85,21,52,29.62800691,90.10051615,6.075144116,23.69586761,muskmelon,6.1,rainy
104,25,55,29.81196601,90.36881284,6.123802502,22.68766503,muskmelon,6.67,rainy
102,24,54,27.72338349,90.93897939,6.698468621,22.81863447,muskmelon,6.57,rainy
116,25,50,29.26092798,92.92367701,6.088885814,28.70627683,muskmelon,6.79,rainy
100,17,48,29.72791119,94.29753295,6.367800632,26.52364146,muskmelon,6.21,rainy
110,25,54,28.91105641,90.78413842,6.425930938,23.44398467,muskmelon,6.77,rainy
104,25,51,28.96361426,93.88482153,6.469983276,23.56130173,muskmelon,6.57,rainy
107,11,54,28.59052369,91.33617236,6.094016338,29.44008034,muskmelon,6.35,rainy
98,26,52,27.33897716,90.69759008,6.150090899,28.69113835,muskmelon,6.49,rainy
88,17,52,29.90415889,90.75284363,6.646962425,25.37828397,muskmelon,6.06,rainy
87,25,46,27.42711692,90.02696201,6.379690748,21.7508774,muskmelon,6.09,rainy
120,8,46,29.55657523,90.70937262,6.732834334,28.36535596,muskmelon,6.35,rainy
95,13,46,29.84070774,93.76312893,6.126019932,23.28207838,muskmelon,5.95,rainy
108,22,47,28.53545677,91.72742702,6.161123579,25.1290048,muskmelon,6.47,rainy
82,13,52,27.11535046,94.86907886,6.442810053,26.51924782,muskmelon,5.83,rainy
120,23,55,27.84492803,91.60666594,6.732049075,26.47844429,muskmelon,6.95,rainy
110,22,47,29.03157242,91.82172592,6.243673725,24.93861254,muskmelon,6.52,rainy
95,23,45,27.82424457,90.56698742,6.266208727,21.19014526,muskmelon,6.18,rainy
106,10,49,27.72653142,92.00687531,6.350623739,20.21126747,muskmelon,6.18,rainy
99,12,52,28.69708334,94.30759855,6.002927293,22.21807088,muskmelon,6.16,rainy
106,20,51,29.73019662,90.97015715,6.342573112,20.49035619,muskmelon,6.48,rainy
83,11,53,29.54097171,92.91778307,6.163921248,21.9653077,muskmelon,5.83,rainy
117,19,55,28.80311922,91.78336933,6.121745389,25.16359891,muskmelon,6.79,rainy
98,26,49,27.29035669,90.53330091,6.130160473,23.49535234,muskmelon,6.42,rainy
113,20,48,27.46583649,94.87679041,6.440584681,27.27899847,muskmelon,6.55,rainy
101,17,47,29.49401389,94.72981338,6.185053234,26.30820876,muskmelon,6.2,rainy
98,7,45,27.79161808,92.51054946,6.157724816,26.85422624,muskmelon,5.84,rainy
93,22,48,29.12533739,91.52291141,6.776987974,21.90440445,muskmelon,6.19,rainy
95,21,47,27.93114233,93.56161439,6.431970877,20.66127836,muskmelon,6.18,rainy
109,12,48,29.45771748,92.12534736,6.708743843,20.76212031,muskmelon,6.27,rainy
118,12,47,27.96872279,92.17444796,6.010739645,28.94766949,muskmelon,6.43,rainy
100,14,49,29.48882958,91.07574233,6.365956658,26.01909355,muskmelon,6.16,rainy
89,9,47,29.47156259,90.77069618,6.668382766,28.75226067,muskmelon,5.75,rainy
95,16,46,27.0767265,90.14362622,6.74669542,24.4514648,muskmelon,6.03,rainy
95,7,45,27.30008597,90.80015308,6.031665834,25.09484511,muskmelon,5.78,rainy
87,6,45,29.82729394,90.79007335,6.40077205,22.84203589,muskmelon,5.59,rainy
93,20,50,29.93061247,93.22980899,6.448792689,24.34814338,muskmelon,6.19,rainy
84,29,49,29.94349168,93.90741192,6.251420275,20.39020503,muskmelon,6.2,rainy
111,5,47,28.03306461,91.47355778,6.274452811,21.17924769,muskmelon,6.11,rainy
111,5,52,29.8843055,94.0371147,6.135996372,21.0000988,muskmelon,6.24,rainy
